id	choice_key	dilemma_key	payload_key	value	target_key
195949	THIRD	sm0_rd_wh3_main_sc_cth_cathay_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195950	FOURTH	sm0_rd_wh3_main_sc_cth_cathay_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195951	FIRST	sm0_rd_wh3_main_sc_dae_daemons_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195952	FIRST	sm0_rd_wh3_main_sc_dae_daemons_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195953	SECOND	sm0_rd_wh3_main_sc_dae_daemons_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195954	THIRD	sm0_rd_wh3_main_sc_dae_daemons_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195955	FOURTH	sm0_rd_wh3_main_sc_dae_daemons_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195956	FIRST	sm0_rd_wh3_main_sc_kho_khorne_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195957	FIRST	sm0_rd_wh3_main_sc_kho_khorne_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195958	SECOND	sm0_rd_wh3_main_sc_kho_khorne_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195959	THIRD	sm0_rd_wh3_main_sc_kho_khorne_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195960	FOURTH	sm0_rd_wh3_main_sc_kho_khorne_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195961	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195962	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195963	SECOND	sm0_rd_wh3_main_sc_ksl_kislev_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195964	THIRD	sm0_rd_wh3_main_sc_ksl_kislev_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195965	FOURTH	sm0_rd_wh3_main_sc_ksl_kislev_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195966	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195967	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195968	SECOND	sm0_rd_wh3_main_sc_nur_nurgle_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195969	THIRD	sm0_rd_wh3_main_sc_nur_nurgle_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195970	FOURTH	sm0_rd_wh3_main_sc_nur_nurgle_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195971	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195972	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195973	SECOND	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195974	THIRD	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195975	FOURTH	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195976	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195977	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195978	SECOND	sm0_rd_wh3_main_sc_sla_slaanesh_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195979	THIRD	sm0_rd_wh3_main_sc_sla_slaanesh_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195980	FOURTH	sm0_rd_wh3_main_sc_sla_slaanesh_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195981	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195982	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195983	SECOND	sm0_rd_wh3_main_sc_tze_tzeentch_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195984	THIRD	sm0_rd_wh3_main_sc_tze_tzeentch_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195985	FOURTH	sm0_rd_wh3_main_sc_tze_tzeentch_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195986	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195987	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195988	SECOND	sm0_rd_wh_dlc03_sc_bst_beastmen_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195989	THIRD	sm0_rd_wh_dlc03_sc_bst_beastmen_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195990	FOURTH	sm0_rd_wh_dlc03_sc_bst_beastmen_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195991	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195992	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195993	SECOND	sm0_rd_wh_dlc05_sc_wef_wood_elves_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195994	THIRD	sm0_rd_wh_dlc05_sc_wef_wood_elves_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
195995	FOURTH	sm0_rd_wh_dlc05_sc_wef_wood_elves_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
195996	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
195997	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
195998	SECOND	sm0_rd_wh_dlc08_sc_nor_norsca_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
195999	THIRD	sm0_rd_wh_dlc08_sc_nor_norsca_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196000	FOURTH	sm0_rd_wh_dlc08_sc_nor_norsca_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196001	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196002	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196003	SECOND	sm0_rd_wh_main_sc_brt_bretonnia_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196004	THIRD	sm0_rd_wh_main_sc_brt_bretonnia_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196005	FOURTH	sm0_rd_wh_main_sc_brt_bretonnia_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196006	FIRST	sm0_rd_wh_main_sc_chs_chaos_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196007	FIRST	sm0_rd_wh_main_sc_chs_chaos_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196008	SECOND	sm0_rd_wh_main_sc_chs_chaos_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196009	THIRD	sm0_rd_wh_main_sc_chs_chaos_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196010	FOURTH	sm0_rd_wh_main_sc_chs_chaos_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196011	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196012	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196013	SECOND	sm0_rd_wh_main_sc_dwf_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196014	THIRD	sm0_rd_wh_main_sc_dwf_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196015	FOURTH	sm0_rd_wh_main_sc_dwf_dwarfs_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196016	FIRST	sm0_rd_wh_main_sc_emp_empire_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196017	FIRST	sm0_rd_wh_main_sc_emp_empire_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196018	SECOND	sm0_rd_wh_main_sc_emp_empire_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196019	THIRD	sm0_rd_wh_main_sc_emp_empire_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196020	FOURTH	sm0_rd_wh_main_sc_emp_empire_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196021	FIRST	sm0_rd_wh_main_sc_grn_greenskins_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196022	FIRST	sm0_rd_wh_main_sc_grn_greenskins_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196023	SECOND	sm0_rd_wh_main_sc_grn_greenskins_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196024	THIRD	sm0_rd_wh_main_sc_grn_greenskins_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196025	FOURTH	sm0_rd_wh_main_sc_grn_greenskins_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196026	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196027	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196028	SECOND	sm0_rd_wh_main_sc_grn_savage_orcs_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196029	THIRD	sm0_rd_wh_main_sc_grn_savage_orcs_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196030	FOURTH	sm0_rd_wh_main_sc_grn_savage_orcs_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196031	FIRST	sm0_rd_wh_main_sc_teb_teb_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196032	FIRST	sm0_rd_wh_main_sc_teb_teb_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196033	SECOND	sm0_rd_wh_main_sc_teb_teb_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196034	THIRD	sm0_rd_wh_main_sc_teb_teb_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196035	FOURTH	sm0_rd_wh_main_sc_teb_teb_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196036	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_4	TEXT_DISPLAY	LOOKUP[rd_first]	default
196037	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_4	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196038	SECOND	sm0_rd_wh_main_sc_vmp_vampire_counts_4	TEXT_DISPLAY	LOOKUP[rd_second]	default
196039	THIRD	sm0_rd_wh_main_sc_vmp_vampire_counts_4	TEXT_DISPLAY	LOOKUP[rd_third]	default
196040	FOURTH	sm0_rd_wh_main_sc_vmp_vampire_counts_4	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196041	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196042	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196043	SECOND	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196044	THIRD	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196045	FOURTH	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196046	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196047	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196048	SECOND	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196049	THIRD	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196050	FOURTH	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196051	FIRST	sm0_rd_wh2_main_rogue_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196052	FIRST	sm0_rd_wh2_main_rogue_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196053	SECOND	sm0_rd_wh2_main_rogue_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196054	THIRD	sm0_rd_wh2_main_rogue_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196055	FOURTH	sm0_rd_wh2_main_rogue_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196056	FIRST	sm0_rd_wh2_main_rogue_chaos_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196057	FIRST	sm0_rd_wh2_main_rogue_chaos_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196058	SECOND	sm0_rd_wh2_main_rogue_chaos_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196059	THIRD	sm0_rd_wh2_main_rogue_chaos_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196060	FOURTH	sm0_rd_wh2_main_rogue_chaos_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196061	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196062	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196063	SECOND	sm0_rd_wh2_main_sc_def_dark_elves_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196064	THIRD	sm0_rd_wh2_main_sc_def_dark_elves_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196065	FOURTH	sm0_rd_wh2_main_sc_def_dark_elves_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196066	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196067	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196068	SECOND	sm0_rd_wh2_main_sc_hef_high_elves_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196069	THIRD	sm0_rd_wh2_main_sc_hef_high_elves_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196070	FOURTH	sm0_rd_wh2_main_sc_hef_high_elves_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196071	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196072	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196073	SECOND	sm0_rd_wh2_main_sc_lzd_lizardmen_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196074	THIRD	sm0_rd_wh2_main_sc_lzd_lizardmen_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196075	FOURTH	sm0_rd_wh2_main_sc_lzd_lizardmen_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196076	FIRST	sm0_rd_wh2_main_sc_skv_skaven_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196077	FIRST	sm0_rd_wh2_main_sc_skv_skaven_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196078	SECOND	sm0_rd_wh2_main_sc_skv_skaven_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196079	THIRD	sm0_rd_wh2_main_sc_skv_skaven_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196080	FOURTH	sm0_rd_wh2_main_sc_skv_skaven_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196081	FIRST	sm0_rd_wh3_main_sc_cth_cathay_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196082	FIRST	sm0_rd_wh3_main_sc_cth_cathay_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196083	SECOND	sm0_rd_wh3_main_sc_cth_cathay_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196084	THIRD	sm0_rd_wh3_main_sc_cth_cathay_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196085	FOURTH	sm0_rd_wh3_main_sc_cth_cathay_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196086	FIRST	sm0_rd_wh3_main_sc_dae_daemons_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196087	FIRST	sm0_rd_wh3_main_sc_dae_daemons_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196088	SECOND	sm0_rd_wh3_main_sc_dae_daemons_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196089	THIRD	sm0_rd_wh3_main_sc_dae_daemons_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196090	FOURTH	sm0_rd_wh3_main_sc_dae_daemons_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196091	FIRST	sm0_rd_wh3_main_sc_kho_khorne_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196092	FIRST	sm0_rd_wh3_main_sc_kho_khorne_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196093	SECOND	sm0_rd_wh3_main_sc_kho_khorne_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196094	THIRD	sm0_rd_wh3_main_sc_kho_khorne_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196095	FOURTH	sm0_rd_wh3_main_sc_kho_khorne_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196096	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196097	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196098	SECOND	sm0_rd_wh3_main_sc_ksl_kislev_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196099	THIRD	sm0_rd_wh3_main_sc_ksl_kislev_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196100	FOURTH	sm0_rd_wh3_main_sc_ksl_kislev_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196101	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196102	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196103	SECOND	sm0_rd_wh3_main_sc_nur_nurgle_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196104	THIRD	sm0_rd_wh3_main_sc_nur_nurgle_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196105	FOURTH	sm0_rd_wh3_main_sc_nur_nurgle_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196106	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196107	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196108	SECOND	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196109	THIRD	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196110	FOURTH	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196111	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196112	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196113	SECOND	sm0_rd_wh3_main_sc_sla_slaanesh_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196114	THIRD	sm0_rd_wh3_main_sc_sla_slaanesh_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196115	FOURTH	sm0_rd_wh3_main_sc_sla_slaanesh_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196116	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196117	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196118	SECOND	sm0_rd_wh3_main_sc_tze_tzeentch_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196119	THIRD	sm0_rd_wh3_main_sc_tze_tzeentch_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196120	FOURTH	sm0_rd_wh3_main_sc_tze_tzeentch_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196121	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196122	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196123	SECOND	sm0_rd_wh_dlc03_sc_bst_beastmen_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196124	THIRD	sm0_rd_wh_dlc03_sc_bst_beastmen_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196125	FOURTH	sm0_rd_wh_dlc03_sc_bst_beastmen_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196126	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196127	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196128	SECOND	sm0_rd_wh_dlc05_sc_wef_wood_elves_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196129	THIRD	sm0_rd_wh_dlc05_sc_wef_wood_elves_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196130	FOURTH	sm0_rd_wh_dlc05_sc_wef_wood_elves_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196131	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196132	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196133	SECOND	sm0_rd_wh_dlc08_sc_nor_norsca_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196134	THIRD	sm0_rd_wh_dlc08_sc_nor_norsca_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196135	FOURTH	sm0_rd_wh_dlc08_sc_nor_norsca_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196136	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196137	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196138	SECOND	sm0_rd_wh_main_sc_brt_bretonnia_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196139	THIRD	sm0_rd_wh_main_sc_brt_bretonnia_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196140	FOURTH	sm0_rd_wh_main_sc_brt_bretonnia_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196141	FIRST	sm0_rd_wh_main_sc_chs_chaos_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196142	FIRST	sm0_rd_wh_main_sc_chs_chaos_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196143	SECOND	sm0_rd_wh_main_sc_chs_chaos_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196144	THIRD	sm0_rd_wh_main_sc_chs_chaos_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196145	FOURTH	sm0_rd_wh_main_sc_chs_chaos_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196146	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196147	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196148	SECOND	sm0_rd_wh_main_sc_dwf_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196149	THIRD	sm0_rd_wh_main_sc_dwf_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196150	FOURTH	sm0_rd_wh_main_sc_dwf_dwarfs_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196151	FIRST	sm0_rd_wh_main_sc_emp_empire_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196152	FIRST	sm0_rd_wh_main_sc_emp_empire_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196153	SECOND	sm0_rd_wh_main_sc_emp_empire_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196154	THIRD	sm0_rd_wh_main_sc_emp_empire_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196155	FOURTH	sm0_rd_wh_main_sc_emp_empire_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196156	FIRST	sm0_rd_wh_main_sc_grn_greenskins_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196157	FIRST	sm0_rd_wh_main_sc_grn_greenskins_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196158	SECOND	sm0_rd_wh_main_sc_grn_greenskins_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196159	THIRD	sm0_rd_wh_main_sc_grn_greenskins_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196160	FOURTH	sm0_rd_wh_main_sc_grn_greenskins_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196161	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196162	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196163	SECOND	sm0_rd_wh_main_sc_grn_savage_orcs_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196164	THIRD	sm0_rd_wh_main_sc_grn_savage_orcs_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196165	FOURTH	sm0_rd_wh_main_sc_grn_savage_orcs_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196166	FIRST	sm0_rd_wh_main_sc_teb_teb_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196167	FIRST	sm0_rd_wh_main_sc_teb_teb_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196168	SECOND	sm0_rd_wh_main_sc_teb_teb_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
196169	THIRD	sm0_rd_wh_main_sc_teb_teb_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196170	FOURTH	sm0_rd_wh_main_sc_teb_teb_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196171	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_5	TEXT_DISPLAY	LOOKUP[rd_first]	default
196172	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_5	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196173	SECOND	sm0_rd_wh_main_sc_vmp_vampire_counts_5	TEXT_DISPLAY	LOOKUP[rd_second]	default
